id,label,summary
center_on.v.02,center_on||center_on.v.02,have as a center
do_well.v.01,do_well||do_well.v.01,act in one's own or everybody's best interest
exemplify.v.01,exemplify||exemplify.v.01,be characteristic of
go_back.v.01,go_back||go_back.v.01,belong to an earlier time
cloister.v.01,cloister||cloister.v.01,"surround with a cloister, as of a garden"
become.v.04,become||become.v.04,enhance the appearance of
relate.v.04,relate||relate.v.04,be in a relationship with
rut.v.01,rut||rut.v.01,be in a state of sexual excitement; of male mammals
stagnate.v.03,stagnate||stagnate.v.03,cease to flow; stand without moving
stagnate.v.02,stagnate||stagnate.v.02,cause to stagnate
stagnate.v.01,stagnate||stagnate.v.01,stand still
come_in_handy.v.01,come_in_handy||come_in_handy.v.01,be useful for a certain purpose
squat.v.02,squat||squat.v.02,"be close to the earth, or be disproportionately wide"
refrain.v.01,refrain||refrain.v.01,resist doing something
forbear.v.01,forbear||forbear.v.01,refrain from doing
help_oneself.v.01,help_oneself||help_oneself.v.01,abstain from doing; always used with a negative
stand_by.v.01,stand_by||stand_by.v.01,not act or do anything
sit_out.v.01,sit_out||sit_out.v.01,"not participate in (an activity, such as a dance or a sports event)"
hoodoo.v.01,hoodoo||hoodoo.v.01,bring bad luck; be a source of misfortune
impend.v.01,impend||impend.v.01,be imminent or about to happen
range.v.01,range||range.v.01,change or be different within limits
stay.v.04,stay||stay.v.04,"continue in a place, position, or situation"
sell.v.02,sell||sell.v.02,be sold at a certain price or in a certain way
translate.v.07,translate||translate.v.07,"be translatable, or be translatable in a certain way"
scale.v.01,scale||scale.v.01,measure by or as if by a scale
retail.v.01,retail||retail.v.01,be sold at the retail level
trade.v.03,trade||trade.v.03,be traded at a certain price or under certain conditions
head.v.04,head||head.v.04,be the first or leading member of (a group) and excel
come_in_for.v.01,come_in_for||come_in_for.v.01,be subject to or the object of
leave.v.03,leave||leave.v.03,act or be so as to become in a specified state
compare.v.02,compare||compare.v.02,be comparable
go.v.19,go||go.v.19,be ranked or compare
fall.v.04,fall||fall.v.04,"come under, be classified or included"
leave.v.11,leave||leave.v.11,have left or have as a remainder
run_into.v.01,run_into||run_into.v.01,be beset by
feel.v.07,feel||feel.v.07,be felt or perceived in a certain way
crawl.v.02,crawl||crawl.v.02,feel as if crawling with insects
read.v.02,read||read.v.02,have or contain a certain wording or form
persist.v.03,persist||persist.v.03,stay behind
linger.v.01,linger||linger.v.01,remain present although waning or gradually dying
lie.v.06,lie||lie.v.06,have a place in relation to something else
count.v.05,count||count.v.05,put into a group
owe.v.02,owe||owe.v.02,"be indebted to, in an abstract or intellectual sense"
gravitate.v.02,gravitate||gravitate.v.02,be attracted to
gravitate.v.01,gravitate||gravitate.v.01,move toward
pay.v.07,pay||pay.v.07,be worth it
converge.v.02,converge||converge.v.02,approach a limit as the number of terms increases without limit
diverge.v.02,diverge||diverge.v.02,have no limits as a mathematical series
accommodate.v.04,accommodate||accommodate.v.04,have room for; hold without crowding
keep.v.15,keep||keep.v.15,"maintain in safety from injury, harm, or danger"
shine.v.04,shine||shine.v.04,be distinguished or eminent
resplend.v.01,resplend||resplend.v.01,be resplendent or radiant; to shine brightly
go_far.v.02,go_far||go_far.v.02,extend in importance or range
go_down.v.04,go_down||go_down.v.04,be recorded or remembered
iridesce.v.01,iridesce||iridesce.v.01,be iridescent
opalesce.v.02,opalesce||opalesce.v.02,exhibit a play of colors like that of an opal
lie.v.04,lie||lie.v.04,be and remain in a particular state or condition
stand.v.03,stand||stand.v.03,"occupy a place or location, also metaphorically"
photograph.v.02,photograph||photograph.v.02,undergo being photographed in a certain way
keep.v.12,keep||keep.v.12,fail to spoil or rot
hang.v.06,hang||hang.v.06,"be menacing, burdensome, or oppressive"
litter.v.01,litter||litter.v.01,strew
suit.v.02,suit||suit.v.02,be agreeable or acceptable
end.v.03,end||end.v.03,be the end of; be the last or concluding part of
fit.v.07,fit||fit.v.07,conform to some shape or size
help.v.03,help||help.v.03,be of use
tie_in.v.01,tie_in||tie_in.v.01,be in connection with something relevant
go_into.v.02,go_into||go_into.v.02,be used or required for
lend.v.03,lend||lend.v.03,have certain characteristics of qualities for something; be open or vulnerable to
partake.v.01,partake||partake.v.01,have some of the qualities or attributes of something
define.v.04,define||define.v.04,show the form or outline of
let_go.v.02,let_go||let_go.v.02,be relaxed
derive.v.05,derive||derive.v.05,"come from; be connected by a relationship of blood, for example"
belong.v.04,belong||belong.v.04,be rightly classified in a class or category
belong.v.02,belong||belong.v.02,be suitable or acceptable
belong.v.03,belong||belong.v.03,be in the right place or situation
go_around.v.01,go_around||go_around.v.01,be sufficient
fry.v.01,fry||fry.v.01,be excessively hot
circumvolute.v.01,circumvolute||circumvolute.v.01,"wind or turn in volutions, especially in an inward spiral, as of snail"
spiral.v.02,spiral||spiral.v.02,form a spiral
wind.v.02,wind||wind.v.02,extend in curves and turns
snake.v.02,snake||snake.v.02,form a snake-like pattern
miscegenate.v.01,miscegenate||miscegenate.v.01,marry or cohabit with a person of another race
synchronize.v.02,synchronize||synchronize.v.02,happen at the same time
meet.v.11,meet||meet.v.11,experience as a reaction
foil.v.01,foil||foil.v.01,enhance by contrast
jumble.v.01,jumble||jumble.v.01,be all mixed up or jumbled together
wear.v.03,wear||wear.v.03,have in one's aspect; wear an expression of one's attitude or personality
falter.v.01,falter||falter.v.01,be unsure or weak
embody.v.03,embody||embody.v.03,represent or express something abstract in tangible form
promise.v.04,promise||promise.v.04,give grounds for expectations
have.v.10,have||have.v.10,be confronted with
hold_one's_own.v.01,hold_one's_own||hold_one's_own.v.01,be sufficiently competent in a certain situation
hang.v.10,hang||hang.v.10,be exhibited
range.v.03,range||range.v.03,"have a range; be capable of projecting over a certain distance, as of a gun"
carry.v.19,carry||carry.v.19,be conveyed over a certain distance
accept.v.08,accept||accept.v.08,be designed to hold or take
admit.v.06,admit||admit.v.06,give access or entrance to
agree.v.05,agree||agree.v.05,show grammatical agreement
clean.v.05,clean||clean.v.05,be cleanable
draw.v.21,draw||draw.v.21,allow a draft
drive.v.12,drive||drive.v.12,have certain properties when driven
mean.v.05,mean||mean.v.05,have a specified degree of importance
confront.v.04,confront||confront.v.04,be face to face with
wash.v.05,wash||wash.v.05,be capable of being washed
balance.v.04,balance||balance.v.04,be in equilibrium
hail.v.02,hail||hail.v.02,be a native of
originate.v.03,originate||originate.v.03,"begin a trip at a certain point, as of a plane, train, bus, etc."
come.v.10,come||come.v.10,exist or occur in a certain point in a series
flow.v.04,flow||flow.v.04,be abundantly present
issue_forth.v.01,issue_forth||issue_forth.v.01,come forth
brood.v.02,brood||brood.v.02,"hang over, as of something threatening, dark, or menacing"
overshadow.v.01,overshadow||overshadow.v.01,be greater in significance than
afford.v.03,afford||afford.v.03,have the financial means to do something or buy something
open.v.08,open||open.v.08,have an opening or passage or outlet
be.v.12,be||be.v.12,"to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form"
act.v.06,act||act.v.06,be suitable for theatrical performance
add.v.06,add||add.v.06,constitute an addition
make.v.32,make||make.v.32,add up to
admit.v.05,admit||admit.v.05,afford possibility
test.v.04,test||test.v.04,show a certain characteristic when tested
seem.v.03,seem||seem.v.03,appear to exist
answer.v.06,answer||answer.v.06,be liable or accountable
beat.v.12,beat||beat.v.12,be superior
hold.v.17,hold||hold.v.17,have as a major characteristic
break.v.24,break||break.v.24,vary or interrupt a uniformity or continuity
break.v.23,break||break.v.23,come to an end
carry.v.18,carry||carry.v.18,have as an inherent or characteristic feature or have as a consequence
count.v.07,count||count.v.07,have a certain value or carry a certain weight
contain.v.04,contain||contain.v.04,be divisible by
connect.v.07,connect||connect.v.07,"be scheduled so as to provide continuing service, as in transportation"
continue.v.07,continue||continue.v.07,continue after an interruption
continue.v.06,continue||continue.v.06,do something repeatedly and showing no intention to stop
sell.v.07,sell||sell.v.07,be responsible for the sale of
sell.v.06,sell||sell.v.06,be approved of or gain acceptance
kill.v.04,kill||kill.v.04,be fatal
make.v.31,make||make.v.31,be suitable for
make.v.30,make||make.v.30,undergo fabrication or creation
deck.v.01,deck||deck.v.01,be beautiful to look at
ornament.v.02,ornament||ornament.v.02,be an ornament to
blanket.v.02,blanket||blanket.v.02,form a blanket-like cover (over)
carpet.v.01,carpet||carpet.v.01,form a carpet-like cover (over)
smother.v.04,smother||smother.v.04,form an impenetrable cover over
shroud.v.02,shroud||shroud.v.02,form a cover like a shroud
be.v.05,be||be.v.05,"happen, occur, take place"
ride.v.06,ride||ride.v.06,be sustained or supported or borne
rhyme.v.02,rhyme||rhyme.v.02,"be similar in sound, especially with respect to the last syllable"
assonate.v.01,assonate||assonate.v.01,correspond in vowel sounds; rhyme in assonance
consist.v.02,consist||consist.v.02,have its essential character; be comprised or contained in; be embodied in
osculate.v.02,osculate||osculate.v.02,have at least three points in common with
work.v.14,work||work.v.14,behave in a certain way when handled
ascend.v.02,ascend||ascend.v.02,go back in order of genealogical succession
lubricate.v.01,lubricate||lubricate.v.01,have lubricating properties
breathe.v.04,breathe||breathe.v.04,allow the passage of air through
trim.v.05,trim||trim.v.05,be in equilibrium during a flight
trim.v.04,trim||trim.v.04,balance in flight by regulating the control surfaces
swing.v.10,swing||swing.v.10,have a certain musical rhythm
osculate.v.01,osculate||osculate.v.01,be intermediate between two taxonomic groups
retard.v.02,retard||retard.v.02,be delayed
summarize.v.02,summarize||summarize.v.02,be a summary of
supplement.v.02,supplement||supplement.v.02,serve as a supplement to
translate.v.06,translate||translate.v.06,be equivalent in effect
transplant.v.02,transplant||transplant.v.02,be transplantable
cohere.v.03,cohere||cohere.v.03,have internal elements or parts logically connected so that aesthetic consistency results
cohere.v.02,cohere||cohere.v.02,"cause to form a united, orderly, and aesthetically consistent whole"
object.v.02,object||object.v.02,be averse to or express disapproval of
stick.v.04,stick||stick.v.04,be or become fixed
recognize.v.08,recognize||recognize.v.08,exhibit recognition for (an antigen or a substrate)
close.v.07,close||close.v.07,be priced or listed when trading stops
head.v.06,head||head.v.06,take its rise
distribute.v.09,distribute||distribute.v.09,be mathematically distributive
distribute.v.08,distribute||distribute.v.08,"be distributed or spread, as in statistical analyses"
distribute.v.07,distribute||distribute.v.07,spread throughout a given area
resist.v.05,resist||resist.v.05,resist immunologically the introduction of some foreign tissue or organ
cash_out.v.01,cash_out||cash_out.v.01,choose a simpler life style after questioning personal and career satisfaction goals
put_out.v.06,put_out||put_out.v.06,be sexually active
bake.v.04,bake||bake.v.04,"be very hot, due to hot weather or exposure to the sun"
dwell.v.04,dwell||dwell.v.04,exist or be situated within
swim.v.04,swim||swim.v.04,be covered with or submerged in a liquid
swim.v.03,swim||swim.v.03,be dizzy or giddy
base.v.02,base||base.v.02,situate as a center of operations
belong.v.05,belong||belong.v.05,"be a member, adherent, inhabitant, etc. (of a group, organization, or place)"
rain.v.01,rain||rain.v.01,precipitate as rain
precipitate.v.03,precipitate||precipitate.v.03,fall from clouds
spat.v.01,spat||spat.v.01,come down like raindrops
liquefy.v.01,liquefy||liquefy.v.01,become liquid
drizzle.v.01,drizzle||drizzle.v.01,rain lightly
shower.v.04,shower||shower.v.04,rain abundantly
sprinkle.v.03,sprinkle||sprinkle.v.03,rain gently
pour.v.06,pour||pour.v.06,rain heavily
sheet.v.01,sheet||sheet.v.01,come down as if in sheets
sluice.v.01,sluice||sluice.v.01,pour as if from a sluice
ice_up.v.01,ice_up||ice_up.v.01,become covered with a layer of ice; of a surface such as a window
freeze.v.06,freeze||freeze.v.06,"be very cold, below the freezing point"
snow.v.01,snow||snow.v.01,fall as snow
hail.v.05,hail||hail.v.05,precipitate as small ice particles
sleet.v.01,sleet||sleet.v.01,precipitate as a mixture of rain and snow
flame.v.02,flame||flame.v.02,be in flames or aflame
ignite.v.01,ignite||ignite.v.01,cause to start burning; subject to fire or great heat
set_ablaze.v.01,set_ablaze||set_ablaze.v.01,set fire to; cause to start burning
reignite.v.01,reignite||reignite.v.01,"ignite anew, as of something burning"
douse.v.01,douse||douse.v.01,"put out, as of a candle or a light"
erupt.v.03,erupt||erupt.v.03,start to burn or burst into flames
blow_out.v.03,blow_out||blow_out.v.03,erupt in an uncontrolled manner
catch.v.20,catch||catch.v.20,start burning
light_up.v.01,light_up||light_up.v.01,start to burn with a bright flame
kindle.v.02,kindle||kindle.v.02,cause to start burning
rekindle.v.01,rekindle||rekindle.v.01,"kindle anew, as of a fire"
